Beschreibung,Datum,File,Kontakt,Ort,Sonstiges,TITLE,URL,Veranstalter,New_Date,Year,Month,Day
,Mo 20.08.2007 10:00,578.html,Ingrid Hess 031 313 34 33,Politforum Käfigturm 3011 Bern,,Papierverbrauch in der Bundesverwaltung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-578.html,urwaldfreundlich.ch/Förderverein für umweltverträgliche Papiere und Büroökologie Schweiz,2007-08-20,2007,8,20
Point de Presse,Mo 04.06.2007 12:15,579.html,"Sascha Hardegger, Informationsdienst EJPD, 031 322 18 18",Von-Wattenwyl-Haus Junkerngasse 59 3011 Bern,"Attachments Einladung an die Medien / Invitation aux médias (PDF, 20 kB)",Bundesrat Christoph Blocher trifft Bundesminister Günther Platter,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-579.html,Eidgenössisches Justiz- und Polizeidepartement EJPD,2007-06-04,2007,6,4
"Medienkonferenz mit: Miriam Behrens, stv. Generalsekretärin (Moderation) Anne-Catherine Menétrey, Nationalrätin VD, Mitglied UREK Geri Müller, Nationalrat AG, Präsident Schweiz. Energiestiftung SES Herbert Karch, Grüne Kt. Bern, Geschäftsführer Vereinigung Kleiner und Mittlerer Bauern VKBM",Di 05.06.2007 14:15,581.html,"Miriam Beherens, Tel. 079 750 48 77",Medienzentrum Bern,,Keine Steuererleichterungen für Biotreibstoff - Vorschläge und Vorstösse der Grünen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-581.html,Grüne Partei der Schweiz,2007-06-05,2007,6,5
"Sportlicher Anlass für die Parlamentarierinnen und Parlamentarier: frühmorgendliches Joggen, Nordic Walking und Inline-Skating rund um das Bundeshaus. Einlaufen mit Markus Ryffel.",Do 21.06.2007 06:15 - 07:30,583.html,Béatrice Wertli Leiterin Kommunikation Bundesamt für Sport (BASPO) Responsable Communication Office fédéral du Sport (OFSPO) Tel. 032 327 65 68 oder 076 319 30 47,Start/Ziel: Bergstation Marzilibahn Départ/Arrivée: Station amont du funiculaire du Marzili Bern,,"6. Parlamentslauf 2007 ""Parlamotion""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-583.html,Parlamentarische Gruppe Sport,2007-06-21,2007,6,21
,Fr 08.06.2007 16:30,584.html,Harald Hammel Pressedienst UVEK/Service de presse DETEC/Servizio stampa DATEC 031 322 55 11,Union postale universelle Weltpoststrasse 4 Bern,"Attachments Einladung an die Medien (PDF, 77 kB)",Moritz Leuenberger spricht vor der Union postale universelle über den digitalen Graben,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-584.html,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2007-06-08,2007,6,8
"Podiumsdiskussion im Rahmen der Ausstellung ""Bundesplatz 3"" Teilnehmer: Ursula Wyss, Nationalrätin SP Jürg Stahl, Nationalrat SVP Urs Leuthard, Moderator ""Arena"", SF Moderation: Mark Stucki, Infochef Parlamentsdienste",Di 05.06.2007 19:00,585.html,"Polit-Forum Käfigturm, 032 322 75 00",Polit-Forum Käfigturm Marktgasse 67 3011 Bern,,Eine Hand wäscht die andere - Das Verhältnis von Medien und Parlament,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-585.html,Polit-Forum Käfigturm,2007-06-05,2007,6,5
Neben einem Überblick durch Empa-CEO Prof. Dr. Louis Schlapbach werden 4 Themen aus der aktuellen Tätigkeit vorgestellt.,Mi 20.06.2007 10:30 - 11:30,586.html,remigius.nideroest@empa.ch,"Hauptbahnhof Zürich, Restaurant Au Premier (Bahnhofbuffet Zürich) 8001 Zürich",,Empa Jahresmedienkonferenz 2007 / 20. Juni 2007 / 10.30 - ca. 11.30 Uhr,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-586.html,Eidg. Materialprüfungs- und Forschungsanstalt,2007-06-20,2007,6,20
,Do 21.06.2007 11:00,587.html,Stephan Müller Mediendienst / Service de presse TCS Tel. / tél. 031 380 11 44,Kultur-Casino Bern Herrengasse 25 3011 Bern,"Attachments Einladung an die Medien (PDF, 168 kB)",Jahresmedienkonferenz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-587.html,Touring Club Schweiz TCS,2007-06-21,2007,6,21
Medienkonferenz,Fr 22.06.2007 13:00 - 14:00,588.html,"David Stickelberger, Geschäftsführer Swissolar, Tel. 044 250 88 34",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Solarenergie: Marktzahlen 2006 / Vision 2020,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-588.html,Swissolar (EnergieSchweiz),2007-06-22,2007,6,22
Medienkonferenz,Mo 18.06.2007 14:30 - 15:30,589.html,"Roman S. Jäggi, Pressesprecher SVP",Medienzentrum Bundeshaus Bern,,Die 6. IV-Revision im Detail,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-589.html,SVP Schweiz,2007-06-18,2007,6,18
,Do 05.07.2007 13:00,590.html,Kommunikation EFD Communication DFF Tel./tél. 031 322 60 33,Bernerhof Bern,,NFA-Medienseminar,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-590.html,Eidgenössisches Finanzdepartement,2007-07-05,2007,7,5
Medienkonferenz,Di 26.06.2007 10:00,591.html,"Frau Prof. Dr. Miriam Meckel mcm institute, Universität St.Gallen Tel. 071 224 27 90, miriam.meckel@unisg.ch Joachim Tillessen Leiter Coop Presse Tel. 061 336 71 08, joachim.tillessen@coop.ch",Polit-Forum Käfigturm 3011 Bern,,"politarena, die Wahlhilfe zu den Eidgenössischen Wahlen 2007",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-591.html,=mcminstitute Universität St.Gallen/Coop Presse Basel,2007-06-26,2007,6,26
Medienkonferenz,Mo 25.06.2007 09:30 - 10:30,592.html,"Markus Hächler, Mediendienst Inselspital Tel. 031 632 41 59, Mobile 079 345 11 61, markus.haechler@insel.ch",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,"Attachments Einladung an die Medien (PDF, 583 kB)","Motion ""Mehr Sicherheit - Risikomanagement in der Medikation""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-592.html,Nationalrätin Bea Heim,2007-06-25,2007,6,25
Medienkonferenz,Do 21.06.2007 10:00 - 11:00,593.html,"Jean Louis Zurcher, BAG Kommunikation, Tel. 031 322 95 05, jean-louis.zurcher@bag.admin.ch",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,"Attachments Einladung an die Medien (PDF, 541 kB)","Das Bundesgesetz über die Transplantation von Organen, Geweben und Zellen tritt am 1. Juli 2007 in Kraft",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-593.html,Bundesamt für Gesundheit,2007-06-21,2007,6,21
Medienkonferenz,Di 28.08.2007 10:00 - 11:00,594.html,"Andrea Ledergerber Lüber, EKKJ, Tel. 031 322 79 80",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Armut von Kindern und Jugendlichen - Bericht und politische Forderungen der EKKJ,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-594.html,Eidgenössische Kommission für Kinder- und Jugendfragen (EKKJ),2007-08-28,2007,8,28
Medienkonferenz,Mi 11.07.2007 09:30 - 10:30,596.html,"Sibylle Stillhart, PostReg, Tel. 031 325 79 80",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Tätigkeitsbericht 2006,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-596.html,Eidgenössische Postkommission PostCom,2007-07-11,2007,7,11
Medienkonferenz,Do 14.06.2007 13:30 - 14:30,597.html,"Reinhard Voegele, Leiter Kommunikation H+ Die Spitäler der Schweiz Tel. 031 335 11 33, Mobile 079 571 00 00, reinhard.voegele@hplus.ch",Hotel Bellevue Palace Kochergasse 3 - 5 3011 Bern,,Stationäre Versorgung zwischen Service Public und Kommerz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-597.html,H+ Die Spitäler der Schweiz,2007-06-14,2007,6,14
Informationsanlass (09.30 bis 16.00 Uhr) Medienkonferenz (16.30 Uhr),Di 26.06.2007 09:30 - 17:30,598.html,Daniel Reist Informationschef Heer / chef de l'information des Forces terrestres Tel. 031 322 28 89,Altes Zeughaus Burgdorf Ancien Arsenal de Berthoud 3400 Burgdorf,"Attachments Einladung an die Medien (PDF, 496 kB)",ISTAR Feldversuch 2007,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-598.html,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2007-06-26,2007,6,26
Medienkonferenz des Bundesrates,So 17.06.2007,599.html,,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Eidgenössiche Volksabstimmung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-599.html,Bundeskanzlei,2007-06-17,2007,6,17
,Sa 23.06.2007 10:00 - 13:00,600.html,,Aigle,,Wahlkongress,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-600.html,Liberale Partei der Schweiz,2007-06-23,2007,6,23
"An der Medienkonferenz nehmen teil: Frau Diana Wallis, Präsidentin der Europäischen Delegation, Vize-Präsidentin des Europäischen Parlamentes und Herr Ständerat Eugen David, Präsident der Schweizer Delegation",Di 26.06.2007 16:00,601.html,,Rathaus Am Platz 1 7310 Bad Ragaz,,26. Interparlamentarisches Treffen Schweiz - EU vom 25./26. Juni 2007,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-601.html,Schweizer Delegation beim Parlamentarierkomitee der EFTA-Länder und für die Beziehungen zum Europäischen Parlament,2007-06-26,2007,6,26
Medienkonferenz,So 31.12.2006 10:00 - 11:00,602.html,"Thomas Moser, Leiter Stabsstelle Direktion BAK, Tel. 031 322 78 36",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,1924 - Das Kulturprojekt des Bundes zur EURO 08,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-602.html,Bundesamt für Kultur,2006-12-31,2006,12,31
"Die Übergabe erfolgt in Anwesenheit von Bundesrat Samuel Schmid, Prof. Dr. Ruedi Lüthy und Ständerat Alex Kuprecht",Mo 02.07.2007 17:30,603.html,Gaby Zimmer Kommunikation Logistikbasis der Armee Communication Base logistique de l'armée Tel. 031 324 22 82,3400 Burgdorf,,Hilfsgüterübergabe an AIDS-Arzt Prof. Dr. Ruedi Lüthy,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-603.html,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2007-07-02,2007,7,2
"Medienkonferenz zur Lancierung der Eidg. Volksinitiative ""Mehr Raum für Mensch und Natur (Landschaftsinitiative)""",Di 10.07.2007 10:15 - 11:45,604.html,"Roland Schuler, Pro Natura Medienverantwortlicher Tel. 061 317 92 24, Mobile 079 826 69 47, roland.schuler@pronatura.ch",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Lancierung der Landschaftsinitiative,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-604.html,"Verein ""Ja zur Landschaftsinitiative""",2007-07-10,2007,7,10
,Fr 06.07.2007 11:00 - 12:00,605.html,"Claudine Godat Porte-parole / Mediensprecherin PS Suisse / SP Schweiz, T 031 329 69 82 / M 079 789 04 89",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Medienkonferenz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-605.html,SP Schweiz,2007-07-06,2007,7,6
Medienkonferenz,Di 26.06.2007 09:00 - 10:00,606.html,"Christian Weber Pressechef FDP Schweiz / chef de presse PRD Suisse Tel. 031 320 35 35, weber@fdp.ch",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,"Attachments Einladung an die Medien (PDF, 78 kB)","Mehrwertsteuer: Tiefer, einheitlich, besser!",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-606.html,FDP Schweiz,2007-06-26,2007,6,26
Wachstumspaket der CVP Schweiz Unternehmenssteuerreformgesetz II (Parolenfassung),Sa 23.06.2007,607.html,"Marianne Binder Kommunikationschefin CVP Schweiz Tel. 031 357 33 36, Mobile 079 686 01 31, binder@cvp.ch",Lausanne,,Delegiertenversammlung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-607.html,CVP Schweiz,2007-06-23,2007,6,23
,Sa 30.06.2007 10:15,608.html,Christian Weber Pressechef FDP Schweiz / chef de presse PRD Suisse Tel. 031 320 35 35,Theater Casino Artherstrasse 2 - 4 6300 Zug,Links Einladung,Delegiertenversammlung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-608.html,FDP Schweiz,2007-06-30,2007,6,30
Medienkonferenz,Mo 25.06.2007 14:30 - 15:30,610.html,"Roman S. Jäggi, Pressesprecher SVP",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Verkehrspolitik - NEAT,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-610.html,SVP Schweiz,2007-06-25,2007,6,25
"""Grüne"" Euro 08, Treffen mit Umweltministern und eine Rede bei der ÖVP stehen auf dem Programm",Mo 25.06.2007,611.html,"Zum Nachhaltigkeitskonzept für die Euro08: Andreas Schär, Projektorganisation Öffentliche Hand UEFA EURO 2008, Tel. 031 325 88 30 Zum Umweltministertreffen: Karine Siegwart, Bundesamt für Umwelt, Tel. 079 606 15 32 Zur Rede bei der ÖVP: Harald Hammel, Pressedienst UVEK, Tel. 031 322 55 11",Wien,Links Medienmitteilung,Bundesrat Moritz Leuenberger in Wien,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-611.html,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2007-06-25,2007,6,25
,Sa 30.06.2007 10:45 - 15:45,612.html,Claudine Godat Porte-parole / Mediensprecherin PS Suisse / SP Schweiz T 031 329 69 82 / M 079 789 04 89 cgodat@pssuisse.ch / cgodat@spschweiz.ch,Stadttheater 4600 Olten,,Sozialgipfel und Delegiertenversammlung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-612.html,SP Schweiz,2007-06-30,2007,6,30
Point de presse,Do 28.06.2007 10:30 - 11:30,613.html,Claudine Godat Porte-parole / Mediensprecherin PS Suisse / SP Schweiz T 031 329 69 82 / M 079 789 04 89 cgodat@pssuisse.ch / cgodat@spschweiz.ch,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Jugendgewalt nachhaltig eindämmen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-613.html,SP Schweiz,2007-06-28,2007,6,28
Medienkonferenz,Fr 22.06.2007 14:30 - 15:30,616.html,"Roman S. Jäggi, Pressesprecher SVP",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Senkung Mehrwertsteuer und Schuldenabbau,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-616.html,SVP Schweiz,2007-06-22,2007,6,22
,Mo 02.07.2007 17:30,618.html,,Haus zum Schlossgarten Aarau,,Point de presse,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-618.html,Finanzdelegation (FinDel),2007-07-02,2007,7,2
Die Medienkonferenz wird gleichzeitig als Telefon-Medienkonferenz ins Medienzentrum übertragen,Di 03.07.2007 12:15,619.html,,Klinik Valens 7317 Bad Ragaz,,Medienkonferenz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-619.html,SGK-S,2007-07-03,2007,7,3
Thema: Volksinitiative für die Ausschaffung krimineller Ausländer,Sa 30.06.2007 10:30,620.html,"Roman S. Jäggi, Pressesprecher SVP",Militärkaserne 4410 Liestal BL,,Delegiertenversammlung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-620.html,SVP Schweiz,2007-06-30,2007,6,30
Medienkonferenz,Di 03.07.2007 10:30 - 11:30,621.html,"Rosmarie Glauser, VSAO, Tel. 031 381 39 39",Hotel Kreuz Zeughausgasse 41 3011 Bern,,5 Jahre Zulassungsstopp für Ärztinnen und Ärzte,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-621.html,Verband Schweizerischer Assistenz- und Oberärztinnen und -ärzte (VSAO),2007-07-03,2007,7,3
,Sa 30.06.2007,622.html,,Zug,,Referat von Bundesrat Hans-Rudolf Merz an der Delegiertenversammlung der FDP,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-622.html,Eidgenössisches Finanzdepartement,2007-06-30,2007,6,30
Point de Presse um ca. 20 Uhr,Mi 27.06.2007 20:00,623.html,"Kommunikation VBS, 031 324 50 58",Bundeshaus Ost / Palais fédéral est Bern,"Attachments Einladung an die Medien (PDF, 23 kB)",Zweiter Runder Tisch zur Bekämpfung von Gewalt im und um den Sport,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-623.html,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2007-06-27,2007,6,27
"Der Vorsteher des EJPD, Bundesrat Christoph Blocher, hat das Phänomen Jugendgewalt näher untersuchen lassen. Die Ergebnisse werden nun in einem ersten Bericht zusammengefasst. Die Vorstellung des Berichtes erfolgt am Freitag, 29. Juni 2007 12.00 Uhr im Konferenzsaal des Medienzentrum Bundeshaus (MZBH) mit Bundesrat Christoph Blocher, Vorsteher EJPD Michael Leupold, Direktor Bundesamt für Justiz Eduard Gnesa, Direktor Bundesamt für Migration Jean-Luc Vez, Direktor Bundesamt für Polizei",Fr 29.06.2007 12:00 - 14:00,625.html,"Livio Zanolari, Informationschef EJPD, Tel. +41 (0)31 322 18 18",Medienzentrum Bundeshaus Bern,,"Jugendgewalt: Ausmass, Ursachen und Massnahmen",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-625.html,Eidgenössisches Justiz- und Polizeidepartement EJPD,2007-06-29,2007,6,29
Medienorientierung von Bundesrat Christoph Blocher,So 31.12.2006 12:00 Abgesagt,626.html,Livio Zanolari Informationschef EJPD/chef de l'information DFJP Tel. 031 322 18 18,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,"Attachments Einladung an die Medien (PDF, 24 kB)","Jugendgewalt: Ausmass, Ursachen und Massnahmen",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-626.html,Eidgenössisches Justiz- und Polizeidepartement EJPD,2006-12-31,2006,12,31
"""swisselectric research"" prämiert Persönlichkeiten für ihre herausragende und wissenschaftliche Arbeit in der Elektrizitätsforschung",Di 04.09.2007 16:30 - 19:15,627.html,swisselectric research Monbijourstrasse 16 Postfach 795' 3001 Bern Tel. 031 380 10 64,Technopark Zürich,,"Verleihung ""swisselectric research award 2007""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-627.html,swisselectric research,2007-09-04,2007,9,4
Medienkonferenz,Di 03.07.2007 10:00 - 11:00,628.html,Felix Endrich Informationschef Verteidigung/Armeesprecher Chef information Défense / porte-parole de l'armée,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,"SICUREZZA: Die Armee wird beübt, die Armee übt und die Armee präsentiert sich",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-628.html,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2007-07-03,2007,7,3
,Do 05.07.2007,629.html,,__,,Ausflug der Bundeshaus-Journalistinnen und -Journalisten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-629.html,VBJ,2007-07-05,2007,7,5
Medienkonferenz,Do 28.06.2007 08:30 - 09:30,630.html,Mireille Fleury Chargée d'information OFAC Tel. 031 324 72 87,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Überprüfung der Gebirgslandeplätze,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-630.html,Bundesamt für Zivilluftfahrt,2007-06-28,2007,6,28
Medienkonferenz mit Bundespräsidentin Micheline Calmy-Rey,Fr 29.06.2007 09:30,631.html,Jean-Philippe Jeannerat Chef de l'information DFAE/Informationschef EDA tél. 031 322 31 53,Centre de presse du Palais fédéral Medienzentrum Bundeshaus Bern,,Vier Berichte zu aussenpolitischen Themen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-631.html,Eidgenössisches Departement für auswärtige Angelegenheiten,2007-06-29,2007,6,29
Mit Bundesrat Hans-Rudolf Merz und EFV-Direktor Peter Siegenthaler,Do 28.06.2007 13:30,632.html,,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,"Pressekonferenz des Bundesrates: Voranschlag 2008, Finanzplan 2009-2011",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-632.html,Bundeskanzlei,2007-06-28,2007,6,28
Medienkonferenz,Fr 06.07.2007 13:30,633.html,"Simon Hofstetter, jfs, Tel. 079 212 70 11",Medienzentrum Bundeshaus Bern,,60-Jahre-AHV,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-633.html,Jungfreisinnige Schweiz,2007-07-06,2007,7,6
Medienkonferenz,Mo 02.07.2007 14:30,634.html,Hubert Zurkinden Generalsekretär Grüne - Les Verts Tel. 031 312 66 60,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Gesamtschau FinöV: Vorschläge zur Realisierung und Finanzierung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-634.html,Grüne Partei der Schweiz,2007-07-02,2007,7,2
Medienkonferenz mit Bundesrätin Doris Leuthard,Mo 02.07.2007 13:00,635.html,Simone Hug Pressesprecherin EVD / porte-parole DFE Tel. 031 322 20 25,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,KMU-Politik des Bundes: Neustart für das Bürgschaftswesen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-635.html,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF",2007-07-02,2007,7,2
Kurzer Point de presse,Mo 02.07.2007 09:30,636.html,Barbara Häseli CVP Schweiz Tel. 031 357 33 35,Medienzentrum Bundeshaus Bern,,Energieeffizienz im Verkehr,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-636.html,CVP Schweiz,2007-07-02,2007,7,2
Medienkonferenz,Fr 31.08.2007 09:30,637.html,Pietro Cavadini Zentralsekretär SGB 031 377 01 07,Hotel Bern Zeughausgasse 9 3011 Bern,,Lohnforderungen 2007/08,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-637.html,Schweizerischer Gewerkschaftsbund SGB,2007-08-31,2007,8,31
Medienkonferenz,Di 03.07.2007 13:30,638.html,"Rudolf Lanz, Leiter Information und Medien Preisüberwachung, 031 322 21 05 Marcel Chavaillaz, service d'informations de la Surveillance des prix, tél. 031 322 21 04",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,"Attachments Einladung an die Medien (PDF, 24 kB)",Aktuelle Tarifbegehren im öffentlichen Verkehr,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-638.html,Preisüberwachung,2007-07-03,2007,7,3
Medienkonferenz,Di 03.07.2007 14:30,639.html,Danni Härry Zentrale Medienstelle SBB / Service de presse CFF 051 220 25 43,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,"Attachments Einladung an die Medien (PDF, 182 kB)",Preismassnahmen im öffentlichen Verkehr,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-639.html,Verband öffentlicher Verkehr VöV / Schweizerische Bundesbahnen SBB,2007-07-03,2007,7,3
Medienkonferenz zur Veranstaltung vom 30. Juli 2007,Fr 27.07.2007 10:00 - 12:00,644.html,"Annalis Prendina Tel. 077 436 43 06, mailto:medien@openair-auf-dem-bundesplatz.ch",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Openair auf dem Bundesplatz - Eine Schweiz mit Herz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-644.html,Verein Openair auf dem Bundesplatz,2007-07-27,2007,7,27
Medienkonferenz,Mo 02.07.2007 15:30,647.html,"Simon Hofstetter, jfs, Tel. 079 212 70 11",Restaurant Schmiedstube Schmiedenplatz 5 3011 Bern,,Wahlkampf jfs - Präsentation der Top-Shots,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-647.html,Jungfreisinnige Schweiz,2007-07-02,2007,7,2
Medienkonferenz,Fr 06.07.2007 09:00 - 10:00,648.html,Lars Knuchel Information EDA / information DFAE 031 322 30 21,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Die friedens- und entwicklungspolitischen Aktivitäten der Schweiz in Nepal,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-648.html,Eidgenössisches Departement für auswärtige Angelegenheiten,2007-07-06,2007,7,6
,Mo 09.07.2007 10:00 - 11:00,650.html,Claudine Godat PS Suisse / SP Schweiz Porte-parole / Mediensprecherin T 031 329 69 82 / M 079 789 04 89 cgodat@pssuisse.ch / cgodat@spschweiz.ch,"Bundeshaus West, Bundesterrasse Bern",,Einreichung des Referendums gegen die Unternehmenssteuerreform II,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-650.html,SP Schweiz,2007-07-09,2007,7,9
Medienkonferenz,Do 12.07.2007 09:45,651.html,"Daniel Furter, Kampagnenverantwortlicher Travail.Suisse 031 370 21 11",Hotel Kreuz Zeughausgasse 39 Bern,,Neue Volksinitiative: Mehr Ferien für alle,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-651.html,Travail.Suisse und Verbände,2007-07-12,2007,7,12
Medienkonferenz,Mo 13.08.2007 10:15,652.html,Gabriela Bader Grüne - Les Verts 031 312 66 72,Penthouse Vatter Bärenplatz 2 3011 Bern,,Legislaturbilanz der Grünen Frankion 2003-2007: Innovative und konsequente Politik - nötiger denn je,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-652.html,Grüne Partei der Schweiz,2007-08-13,2007,8,13
Medienkonferenz,Mo 09.07.2007 12:15 - 13:15,653.html,"Cornelia Lutz, economiesuisse, Tel. 044 421 35 35 Catherine Lance, tél. 022 786 66 81",Emch Aufzüge AG Fellerstrasse 23 3027 Bern-Bümpliz,,Ja zur Unternehmenssteuerreform,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-653.html,"KMU-Komitee ""Ja zur Unternehmenssteuerreform""",2007-07-09,2007,7,9
Medienkonferenz,Mo 09.07.2007 10:00 - 11:30,654.html,Flavia Rivola Mediendienst BAFU / service de presse de l'OFEV / servizio media UFAM 031 322 69 58,ARA Wüeri / STEP de Wüeri Althardstrasse 500 8105 Regensdorf,"Attachments Einladung an die Medien (PDF, 224 kB)",Abwasser: Pilotversuch zur Beseitigung von Mikroverunreinigungen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-654.html,Bundesamt für Umwelt BAFU,2007-07-09,2007,7,9
"Medienkonferenz mit: Raymond Cron, Direktor BAZL Rita Fuhrer, Regierungspräsidentin Kanton Zürich Hans-Peter Lenherr, Regierungsrat Kanton Schaffhausen Josef Keller, Regierungsrat Kanton St.Gallen Andreas Schmid, Verwaltungsratspräsident der Flughafen Zürich AG",Fr 06.07.2007 15:30,655.html,Anton Kohler Kommunikationsbeauftrager BAZL Tel. 031 325 83 70,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,SIL-Koordinationsgespräch 2,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-655.html,Bundesamt für Zivilluftfahrt,2007-07-06,2007,7,6
