,0,1,2,3,4,5,6,7
131,545,"""Silicon Valley in Switzerland""",Medienzentrum Bern,Fr 18.05.2007 10:45 - 12:00,Medienkonferenz,"Marianne Binder, CVP Schweiz, 031 357 33 36",CVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-545.html
132,546,Damit die IV nicht invalid wird - Das JA der Wirtschaft zur 5. IV-Revision,Hotel Kreuz; Zeughausgasse 39 3011 Bern,Do 24.05.2007 09:30,Medienkonferenz,"Roberto Colonello, economiesuisse, 044 421 35 50; Maryline Basset, 022 786 66 81",Wirtschaftsverbände,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-546.html
133,547,Auf dem Weg nach Shanghai 2010,Zentrum Paul Klee; Monument im Fruchtland 3 3006 Bern,Do 24.05.2007 09:00 - 10:30,Medienkonferenz,"Kieu D. Tran, Präsenz Schweiz, Tel. 031 322 35 23, mailto:kieuduy.tran@eda.admin.ch",Präsenz Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-547.html
134,550,Observatoriums-Bericht: Personenfreizügigkeit und Arbeitsmarkt,Medienzentrum Bern,Do 31.05.2007 15:00 - 16:00,Pressekonferenz,"Rita Baldegger, Leiterin Kommunikation SECO, Tel. 031 323 37 90",Staatssekretariat für Wirtschaft,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-550.html
135,551,OECD stellt in Bern Studie über die Zukunft der Infrastrukturen vor,Medienzentrum Bern,Mo 21.05.2007 14:00,Medienkonferenz,"Presse- und Informationsdienst UVEK, Tel. 031 322 55 11","Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-551.html
136,552,"Neue Publikation ""Die Aussenpolitik im Dialog""",Centre de presse du Palais fédéral Bern,Mo 21.05.2007 10:00 - 11:00,Medienkonferenz mit Bundespräsidentin Micheline Calmy-Rey,"Jean-Philippe Jeannerat, Chef de l'Information DFAE, Tel. 031 322 14 72",Eidgenössisches Departement für auswärtige Angelegenheiten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-552.html
137,555,"Bundeskredite für Bildung, Forschung und Innovation 2008-2011: Parlament will Budgetkürzungen des Bundesrats nicht",Medienzentrum Bern,Di 29.05.2007 11:15,Medienkonferenz mit: SR Christiane Langenberger; SR Anita Fez; NR Kathy Ricklin; NR Martine Brunschwig Graf,"Almut Bonhage; Netzwerk Future / Réseau Future; Dunantstrasse 60, 3074 Muri bei Bern; almut.bonhage@futureteam.info; Tel. 031 351 88 46, Fax 031 351 88 47; Mobile 078 721 74 77",Politikerteam FUTURE,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-555.html
138,556,Skandalöse Rückschaffungspolitik,Medienzentrum Bern,Mo 04.06.2007 10:00,"Medienkonferenz mit: Ueli Leuenberger, Nationalrat GE; Boël Sambuc, Vizepräsidentin Eidg. Kommission gegen Rassismus; François Couchepin, a. Bundeskanzler","Hubert Zurkinden, Generalsekretär / sectrétaire général; Grüne - Les Verts; Tel. 031 312 66 60",IGA-SOS Rassismus,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-556.html
139,560,Botschaftsschutz,Medienzentrum Bundeshaus; Bundesgasse 8-12 3003 Bern,Mo 11.06.2007 09:15 - 10:15,mit Bundesrat Samuel Schmid und Regierungsrätin Karin Keller-Sutter (SG),"Martin Bühler, Kommunikation VBS, Tel. 031 324 50 86","Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-560.html
140,563,Klimaschutz,Medienzentrum Bundeshaus 3003 Bern,Di 29.05.2007 14:00,Umsetzungsstrategie der SP Schweiz,"Claudine Godat, 079 789 04 89",Sozialdemokratische Partei der Schweiz SPS,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-563.html
141,565,Point de Presse Innere Sicherheit,Medienzentrum Bundeshaus 3003 Bern,Do 31.05.2007 09:15 - 10:00,"Der Bericht ""Innere Sicherheit Schweiz"" wird vom Fedpol am 30. Mai im Verlauf des Morgens im Medienzentrum mit Embargo aufgelegt. Fedpol-Direktor Jean-Luc Vez und der stv. Chef DAP Jürg Bühler stehen am 31.Mai für Fragen der Medien zur Verfügung.","Danièle Bersier, Fedpol, +41 31 323 13 10",Bundesamt für Polizei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-565.html
142,568,"Eidg. Volksinitiative ""Jugend&Musik""",Medienzentrum Bundeshaus 3003 Bern,Do 21.06.2007 13:30 - 14:30,Mediengespräch mit Mitgliedern der Parlamentarischen Gruppe Musik,"Patrick Linder, SMR, Tel +41 62 822 94 23",Schweizer Musikrat SMR,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-568.html
143,570,Kaderrapport Verteidigung,"Strandbadstr. 44, Kursaal 3800 Interlaken",Do 28.06.2007 13:30 - 17:00,"Referenten: Bundesrat Samuel Schmid, Chef VBS; Korpskommandant Christophe Keckeis,Chef der Armee","Felix Endrich, Informationschef Verteidigung/Armeesprecher, Mail: felix.endrich@vtg.admin.ch; Fax: 031 324 37 87","Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-570.html
144,571,Mobilfunk-Monitor für die Schweiz,Hotel Bellevue Palace 3011 Bern,Mo 11.06.2007 14:00,"Gfs.Bern im Auftrag von Forum Mobil, in Zusammenarbeit mit BAFU, BAKOM und BAG","Forum Mobil, Sonja Bietenhard, 031 312 09 18, bietenhard@forummobil.ch",Forum Mobil,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-571.html
145,573,Die Nebs bringt die Schweiz nach Brüssel,"Hotel Bern, Zeughausgasse 9 3011 Bern",Di 05.06.2007 13:15,"Medienkonferenz zur Lancierung des neuen politischen Projekt der Nebs, ""Brüsseler Lunch""","Nicolas Rion, Nebs Generalsekretär, 076 405 21 38",Neue Europäische Bewegung Schweiz (Nebs),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-573.html
146,577,"Bericht ""Schweiz: Polizei, Justiz und Menschenrechte""",Politforum Käfigturm 3011 Bern,Mo 25.06.2007 10:30,"Veröffentlichung eines Berichts von Amnesty International ""Schweiz: Polizei, Justiz und Menschenrechte""",Manon Schick 021 310 39 44; Jürg Keller 031 307 22 22,Amnesty International Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-577.html
147,579,Bundesrat Christoph Blocher trifft Bundesminister Günther Platter,Von-Wattenwyl-Haus; Junkerngasse 59 3011 Bern,Mo 04.06.2007 12:15,Point de Presse,"Sascha Hardegger, Informationsdienst EJPD, 031 322 18 18",Eidgenössisches Justiz- und Polizeidepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-579.html
148,581,Keine Steuererleichterungen für Biotreibstoff - Vorschläge und Vorstösse der Grünen,Medienzentrum Bern,Di 05.06.2007 14:15,"Medienkonferenz mit: Miriam Behrens, stv. Generalsekretärin (Moderation); Anne-Catherine Menétrey, Nationalrätin VD, Mitglied UREK; Geri Müller, Nationalrat AG, Präsident Schweiz. Energiestiftung SES; Herbert Karch, Grüne Kt. Bern, Geschäftsführer Vereinigung Kleiner und Mittlerer Bauern VKBM","Miriam Beherens, Tel. 079 750 48 77",Grüne - Les Verts,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-581.html
149,583,"6. Parlamentslauf 2007 ""Parlamotion""",Start/Ziel: Bergstation Marzilibahn; Départ/Arrivée: Station amont du funiculaire du Marzili Bern,Do 21.06.2007 06:15 - 07:30,"Sportlicher Anlass für die Parlamentarierinnen und Parlamentarier: frühmorgendliches Joggen, Nordic Walking und Inline-Skating rund um das Bundeshaus. Einlaufen mit Markus Ryffel.",Béatrice Wertli; Leiterin Kommunikation Bundesamt für Sport (BASPO); Responsable Communication Office fédéral du Sport (OFSPO); Tel. 032 327 65 68 oder 076 319 30 47,Parlamentarische Gruppe Sport,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-583.html
150,584,Moritz Leuenberger spricht vor der Union postale universelle über den digitalen Graben,Union postale universelle; Weltpoststrasse 4 Bern,Fr 08.06.2007 16:30,Harald Hammel; Pressedienst UVEK/Service de presse DETEC/Servizio stampa DATEC; 031 322 55 11,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation","Attachments   Einladung an die Medien (PDF, 77 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-584.html
151,585,Eine Hand wäscht die andere - Das Verhältnis von Medien und Parlament,Polit-Forum Käfigturm; Marktgasse 67 3011 Bern,Di 05.06.2007 19:00,"Podiumsdiskussion im Rahmen der Ausstellung ""Bundesplatz 3""; Teilnehmer: Ursula Wyss, Nationalrätin SP; Jürg Stahl, Nationalrat SVP; Urs Leuthard, Moderator ""Arena"", SF; Moderation: Mark Stucki, Infochef Parlamentsdienste","Polit-Forum Käfigturm, 032 322 75 00",Polit-Forum Käfigturm,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-585.html
152,586,Empa Jahresmedienkonferenz 2007 / 20. Juni  2007 / 10.30 - ca. 11.30 Uhr,"Hauptbahnhof Zürich, Restaurant Au Premier (Bahnhofbuffet Zürich) 8001 Zürich",Mi 20.06.2007 10:30 - 11:30,Neben einem Überblick durch Empa-CEO Prof. Dr. Louis Schlapbach werden 4 Themen aus der aktuellen Tätigkeit vorgestellt.,remigius.nideroest@empa.ch,Eidg. Materialprüfungs- und Forschungsanstalt,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-586.html
153,587,Jahresmedienkonferenz,Kultur-Casino Bern; Herrengasse 25 3011 Bern,Do 21.06.2007 11:00,Stephan Müller; Mediendienst / Service de presse TCS; Tel. / tél. 031 380 11 44,Touring Club Schweiz TCS,"Attachments   Einladung an die Medien (PDF, 168 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-587.html
154,588,Solarenergie: Marktzahlen 2006 / Vision 2020,Medienzentrum Bundeshaus; Centre de presse du Palais fédéral Bern,Fr 22.06.2007 13:00 - 14:00,Medienkonferenz,"David Stickelberger, Geschäftsführer Swissolar, Tel. 044 250 88 34",Swissolar (EnergieSchweiz),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-588.html
155,589,Die 6. IV-Revision im Detail,Medienzentrum Bundeshaus Bern,Mo 18.06.2007 14:30 - 15:30,Medienkonferenz,"Roman S. Jäggi, Pressesprecher SVP",SVP/UDC,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-589.html
156,591,"politarena, die Wahlhilfe zu den Eidgenössischen Wahlen 2007",Polit-Forum Käfigturm 3011 Bern,Di 26.06.2007 10:00,Medienkonferenz,"Frau Prof. Dr. Miriam Meckel; mcm institute, Universität St.Gallen; Tel. 071 224 27 90, miriam.meckel@unisg.ch; Joachim Tillessen; Leiter Coop Presse; Tel. 061 336 71 08, joachim.tillessen@coop.ch",=mcminstitute Universität St.Gallen/Coop Presse Basel,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-591.html
157,592,"Motion ""Mehr Sicherheit - Risikomanagement in der Medikation""",Medienzentrum Bundeshaus; Centre de presse du Palais fédéral Bern,Mo 25.06.2007 09:30 - 10:30,Medienkonferenz,"Markus Hächler, Mediendienst Inselspital; Tel. 031 632 41 59, Mobile 079 345 11 61, markus.haechler@insel.ch",Nationalrätin Bea Heim,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-592.html
158,593,"Das Bundesgesetz über die Transplantation von Organen, Geweben und Zellen tritt am 1. Juli 2007 in Kraft",Medienzentrum Bundeshaus; Centre de presse du Palais fédéral Bern,Do 21.06.2007 10:00 - 11:00,Medienkonferenz,"Jean Louis Zurcher, BAG Kommunikation, Tel. 031 322 95 05, jean-louis.zurcher@bag.admin.ch",Bundesamt für Gesundheit,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-593.html
159,594,Armut von Kindern und Jugendlichen - Bericht und politische Forderungen der EKKJ,Medienzentrum Bundeshaus; Centre de presse du Palais fédéral Bern,Di 28.08.2007 10:00 - 11:00,Medienkonferenz,"Andrea Ledergerber Lüber, EKKJ, Tel. 031 322 79 80",Eidgenössische Kommission für Kinder- und Jugendfragen (EKKJ),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-594.html
160,596,Tätigkeitsbericht 2006,Medienzentrum Bundeshaus; Centre de presse du Palais fédéral Bern,Mi 11.07.2007 09:30 - 10:30,Medienkonferenz,"Sibylle Stillhart, PostReg, Tel. 031 325 79 80",Eidgenössische Postkommission PostCom,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-596.html
161,597,Stationäre Versorgung zwischen Service Public und Kommerz,Hotel Bellevue Palace; Kochergasse 3 - 5 3011 Bern,Do 14.06.2007 13:30 - 14:30,Medienkonferenz,"Reinhard Voegele, Leiter Kommunikation H+ Die Spitäler der Schweiz; Tel. 031 335 11 33, Mobile 079 571 00 00, reinhard.voegele@hplus.ch",H+ Die Spitäler der Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-597.html
162,598,ISTAR Feldversuch 2007,Altes Zeughaus Burgdorf; Ancien Arsenal de Berthoud 3400 Burgdorf,Di 26.06.2007 09:30 - 17:30,Informationsanlass (09.30 bis 16.00 Uhr); Medienkonferenz (16.30 Uhr),Daniel Reist; Informationschef Heer / chef de l'information des Forces terrestres; Tel. 031 322 28 89,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-598.html
163,602,1924 - Das Kulturprojekt des Bundes zur EURO 08,Medienzentrum Bundeshaus; Centre de presse du Palais fédéral Bern,So 31.12.2006 10:00 - 11:00,Medienkonferenz,"Thomas Moser, Leiter Stabsstelle Direktion BAK, Tel. 031 322 78 36",Bundesamt für Kultur,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-602.html
164,603,Hilfsgüterübergabe an AIDS-Arzt Prof. Dr. Ruedi Lüthy,3400 Burgdorf,Mo 02.07.2007 17:30,"Die Übergabe erfolgt in Anwesenheit von Bundesrat Samuel Schmid, Prof. Dr. Ruedi Lüthy und Ständerat Alex Kuprecht",Gaby Zimmer; Kommunikation Logistikbasis der Armee; Communication Base logistique de l'armée; Tel. 031 324 22 82,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-603.html
165,604,Lancierung der Landschaftsinitiative,Medienzentrum Bundeshaus; Centre de presse du Palais fédéral Bern,Di 10.07.2007 10:15 - 11:45,"Medienkonferenz zur Lancierung der Eidg. Volksinitiative ""Mehr Raum für Mensch und Natur (Landschaftsinitiative)""","Roland Schuler, Pro Natura Medienverantwortlicher; Tel. 061 317 92 24, Mobile 079 826 69 47, roland.schuler@pronatura.ch","Verein ""Ja zur Landschaftsinitiative""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-604.html
166,606,"Mehrwertsteuer: Tiefer, einheitlich, besser!",Medienzentrum Bundeshaus; Centre de presse du Palais fédéral Bern,Di 26.06.2007 09:00 - 10:00,Medienkonferenz,"Christian Weber; Pressechef FDP Schweiz / chef de presse PRD Suisse; Tel. 031 320 35 35, weber@fdp.ch",FDP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-606.html
167,607,Delegiertenversammlung,Lausanne,Sa 23.06.2007,Wachstumspaket der CVP Schweiz; Unternehmenssteuerreformgesetz II (Parolenfassung),"Marianne Binder; Kommunikationschefin CVP Schweiz; Tel. 031 357 33 36, Mobile 079 686 01 31, binder@cvp.ch",CVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-607.html
168,608,Delegiertenversammlung,Theater Casino; Artherstrasse 2 - 4 6300 Zug,Sa 30.06.2007 10:15,Christian Weber; Pressechef FDP Schweiz / chef de presse PRD Suisse; Tel. 031 320 35 35,FDP Schweiz,Links   Einladung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-608.html
169,610,Verkehrspolitik - NEAT,Medienzentrum Bundeshaus; Centre de presse du Palais fédéral Bern,Mo 25.06.2007 14:30 - 15:30,Medienkonferenz,"Roman S. Jäggi, Pressesprecher SVP",SVP/UDC,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-610.html
170,611,Bundesrat Moritz Leuenberger in Wien,Wien,Mo 25.06.2007,"""Grüne"" Euro 08, Treffen mit Umweltministern und eine Rede bei der ÖVP stehen auf dem Programm","Zum Nachhaltigkeitskonzept für die Euro08: Andreas Schär, Projektorganisation Öffentliche Hand UEFA EURO 2008, Tel. 031 325 88 30; Zum Umweltministertreffen: Karine Siegwart, Bundesamt für Umwelt, Tel. 079 606 15 32; Zur Rede bei der ÖVP: Harald Hammel, Pressedienst UVEK, Tel. 031 322 55 11","Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-611.html
171,613,Jugendgewalt nachhaltig eindämmen,Medienzentrum Bundeshaus; Centre de presse du Palais fédéral Bern,Do 28.06.2007 10:30 - 11:30,Point de presse,Claudine Godat; Porte-parole / Mediensprecherin; PS Suisse / SP Schweiz; T 031 329 69 82 / M 079 789 04 89; cgodat@pssuisse.ch / cgodat@spschweiz.ch,SP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-613.html
172,616,Senkung Mehrwertsteuer und Schuldenabbau,Medienzentrum Bundeshaus; Centre de presse du Palais fédéral Bern,Fr 22.06.2007 14:30 - 15:30,Medienkonferenz,"Roman S. Jäggi, Pressesprecher SVP",SVP/UDC,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-616.html
173,620,Delegiertenversammlung,Militärkaserne 4410 Liestal BL,Sa 30.06.2007 10:30,Thema: Volksinitiative für die Ausschaffung krimineller Ausländer,"Roman S. Jäggi, Pressesprecher SVP",SVP/UDC,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-620.html
174,621,5 Jahre Zulassungsstopp für Ärztinnen und Ärzte,Hotel Kreuz; Zeughausgasse 41 3011 Bern,Di 03.07.2007 10:30 - 11:30,Medienkonferenz,"Rosmarie Glauser, VSAO, Tel. 031 381 39 39",Verband Schweizerischer Assistenz- und Oberärztinnen und -ärzte (VSAO),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-621.html
175,623,Zweiter Runder Tisch zur Bekämpfung von Gewalt im und um den Sport,Bundeshaus Ost / Palais fédéral est Bern,Mi 27.06.2007 20:00,Point de Presse um ca. 20 Uhr,"Kommunikation VBS, 031 324 50 58","Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-623.html
176,625,"Jugendgewalt: Ausmass, Ursachen und Massnahmen",Medienzentrum Bundeshaus Bern,Fr 29.06.2007 12:00 - 14:00,"Der Vorsteher des EJPD, Bundesrat Christoph Blocher, hat das Phänomen Jugendgewalt näher untersuchen lassen. Die Ergebnisse werden nun in einem ersten Bericht zusammengefasst.; Die Vorstellung des Berichtes erfolgt am; Freitag, 29. Juni 2007; 12.00 Uhr; im Konferenzsaal des Medienzentrum Bundeshaus (MZBH); mit; Bundesrat Christoph Blocher, Vorsteher EJPD; Michael Leupold, Direktor Bundesamt für Justiz; Eduard Gnesa, Direktor Bundesamt für Migration; Jean-Luc Vez, Direktor Bundesamt für Polizei","Livio Zanolari, Informationschef EJPD, Tel. +41 (0)31 322 18 18",Eidgenössisches Justiz- und Polizeidepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-625.html
177,626,"Jugendgewalt: Ausmass, Ursachen und Massnahmen",Medienzentrum Bundeshaus; Centre de presse du Palais fédéral Bern,So 31.12.2006 12:00 Abgesagt,Medienorientierung von Bundesrat Christoph Blocher,Livio Zanolari; Informationschef EJPD/chef de l'information DFJP; Tel. 031 322 18 18,Eidgenössisches Justiz- und Polizeidepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-626.html
178,627,"Verleihung ""swisselectric research award 2007""",Technopark Zürich,Di 04.09.2007 16:30 - 19:15,"""swisselectric research"" prämiert Persönlichkeiten für ihre herausragende und wissenschaftliche Arbeit in der Elektrizitätsforschung",swisselectric research; Monbijourstrasse 16; Postfach 795'; 3001 Bern; Tel. 031 380 10 64,swisselectric research,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-627.html
179,628,"SICUREZZA: Die Armee wird beübt, die Armee übt und die Armee präsentiert sich",Medienzentrum Bundeshaus; Centre de presse du Palais fédéral Bern,Di 03.07.2007 10:00 - 11:00,Medienkonferenz,Felix Endrich; Informationschef Verteidigung/Armeesprecher; Chef information Défense / porte-parole de l'armée,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-628.html
180,630,Überprüfung der Gebirgslandeplätze,Medienzentrum Bundeshaus; Centre de presse du Palais fédéral Bern,Do 28.06.2007 08:30 - 09:30,Medienkonferenz,Mireille Fleury; Chargée d'information OFAC; Tel. 031 324 72 87,Bundesamt für Zivilluftfahrt,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-630.html
181,631,Vier Berichte zu aussenpolitischen Themen,Centre de presse du Palais fédéral; Medienzentrum Bundeshaus Bern,Fr 29.06.2007 09:30,Medienkonferenz mit Bundespräsidentin Micheline Calmy-Rey,Jean-Philippe Jeannerat; Chef de l'information DFAE/Informationschef EDA; tél. 031 322 31 53,Eidgenössisches Departement für auswärtige Angelegenheiten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-631.html
182,633,60-Jahre-AHV,Medienzentrum Bundeshaus Bern,Fr 06.07.2007 13:30,Medienkonferenz,"Simon Hofstetter, jfs, Tel. 079 212 70 11",jungfreisinnige schweiz jfs,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-633.html
183,634,Gesamtschau FinöV: Vorschläge zur Realisierung und Finanzierung,Medienzentrum Bundeshaus; Centre de presse du Palais fédéral Bern,Mo 02.07.2007 14:30,Medienkonferenz,Hubert Zurkinden; Generalsekretär Grüne - Les Verts; Tel. 031 312 66 60,Grüne Schweiz / Les Verts,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-634.html
184,635,KMU-Politik des Bundes: Neustart für das Bürgschaftswesen,Medienzentrum Bundeshaus; Centre de presse du Palais fédéral Bern,Mo 02.07.2007 13:00,Medienkonferenz mit Bundesrätin Doris Leuthard,Simone Hug; Pressesprecherin EVD / porte-parole DFE; Tel. 031 322 20 25,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-635.html
185,636,Energieeffizienz im Verkehr,Medienzentrum Bundeshaus Bern,Mo 02.07.2007 09:30,Kurzer Point de presse,Barbara Häseli; CVP Schweiz; Tel. 031 357 33 35,CVP/PDC,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-636.html
186,637,Lohnforderungen 2007/08,Hotel Bern; Zeughausgasse 9 3011 Bern,Fr 31.08.2007 09:30,Medienkonferenz,Pietro Cavadini; Zentralsekretär SGB; 031 377 01 07,Schweizerischer Gewerkschaftsbund SGB,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-637.html
187,638,Aktuelle Tarifbegehren im öffentlichen Verkehr,Medienzentrum Bundeshaus; Centre de presse du Palais fédéral Bern,Di 03.07.2007 13:30,Medienkonferenz,"Rudolf Lanz, Leiter Information und Medien Preisüberwachung, 031 322 21 05; Marcel Chavaillaz, service d'informations de la Surveillance des prix, tél. 031 322 21 04",Preisüberwachung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-638.html
188,639,Preismassnahmen im öffentlichen Verkehr,Medienzentrum Bundeshaus; Centre de presse du Palais fédéral Bern,Di 03.07.2007 14:30,Medienkonferenz,Danni Härry; Zentrale Medienstelle SBB / Service de presse CFF; 051 220 25 43,Verband öffentlicher Verkehr VöV / Schweizerische Bundesbahnen SBB,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-639.html
189,644,Openair auf dem Bundesplatz - Eine Schweiz mit Herz,Medienzentrum Bundeshaus; Centre de presse du Palais fédéral Bern,Fr 27.07.2007 10:00 - 12:00,Medienkonferenz zur Veranstaltung vom 30. Juli 2007,"Annalis Prendina; Tel. 077 436 43 06, mailto:medien@openair-auf-dem-bundesplatz.ch",Verein Openair auf dem Bundesplatz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-644.html
190,647,Wahlkampf jfs - Präsentation der Top-Shots,Restaurant Schmiedstube; Schmiedenplatz 5 3011 Bern,Mo 02.07.2007 15:30,Medienkonferenz,"Simon Hofstetter, jfs, Tel. 079 212 70 11",jungfreisinnige schweiz jfs,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-647.html
191,648,Die friedens- und entwicklungspolitischen Aktivitäten der Schweiz in Nepal,Medienzentrum Bundeshaus; Centre de presse du Palais fédéral Bern,Fr 06.07.2007 09:00 - 10:00,Medienkonferenz,Lars Knuchel; Information EDA / information DFAE; 031 322 30 21,Eidgenössisches Departement für auswärtige Angelegenheiten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-648.html
192,651,Neue Volksinitiative: Mehr Ferien für alle,Hotel Kreuz; Zeughausgasse 39 Bern,Do 12.07.2007 09:45,Medienkonferenz,"Daniel Furter, Kampagnenverantwortlicher Travail.Suisse; 031 370 21 11",Travail.Suisse und Verbände,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-651.html
193,652,Legislaturbilanz der Grünen Frankion 2003-2007: Innovative und konsequente Politik - nötiger denn je,Penthouse Vatter; Bärenplatz 2 3011 Bern,Mo 13.08.2007 10:15,Medienkonferenz,Gabriela Bader; Grüne - Les Verts; 031 312 66 72,Grüne - Les Verts,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-652.html
194,653,Ja zur Unternehmenssteuerreform,Emch Aufzüge AG; Fellerstrasse 23 3027 Bern-Bümpliz,Mo 09.07.2007 12:15 - 13:15,Medienkonferenz,"Cornelia Lutz, economiesuisse, Tel. 044 421 35 35; Catherine Lance, tél. 022 786 66 81","KMU-Komitee ""Ja zur Unternehmenssteuerreform""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-653.html
195,654,Abwasser: Pilotversuch zur Beseitigung von Mikroverunreinigungen,ARA Wüeri / STEP de Wüeri; Althardstrasse 500 8105 Regensdorf,Mo 09.07.2007 10:00 - 11:30,Medienkonferenz,Flavia Rivola; Mediendienst BAFU / service de presse de l'OFEV / servizio media UFAM; 031 322 69 58,Bundesamt für Umwelt BAFU,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-654.html
